33303.52,
33825.53,
34109.54,
33980.7,
34287.24,
34287.24,
34287.24,
34370.58,
33956.69,
34247.05,
33538.37,
33780.89,
33780.89,
33780.89,
33228.8,
33605.22,
33507.92,
34208.05,
34731.73,
34911.32,
35430.43,
34868.98,
34842.1,
35171.27,
35171.27,
35171.27,
34961.52,
34915.8,
35414.45,
35843.7,
36021.42,
36021.42,
36021.42,
36487.28,
36674.52,
36329.01,
36737.69,
36594.33,
36594.33,
36594.33,
36693.69,
36033.06,
36051.81,
36471.68,
37020.14,
37020.14,
37020.14,
37418.99,
37930.33,
37871.52,
38140.47,
38128.9,
38128.9,
38128.9,
37934.73,
38492.95,
38071.13,
37736.07,
37606.89,
37606.89,
37606.89,
36939.6,
37687.91,
37663.33,
38025.45,
38040.57,
38040.57,
38040.57,
38182.08,
38407.01,
38369.63,
38310.49,
37877.34,
37877.34,
37877.34,
38050.78,
38528.32,
38614.79,
38220.39,
38434.72,
38434.72,
38434.72,
38799.08,
38843.88,
39073.92,
39113.47,
39467.31,
39467.31,
39467.31,
38628.29,
38900.8,
39086.03,
38990.94,
38357.18,
38357.18,
38357.18,
38417.23,
38365.35,
38193.92,
38840.32,
38854.55,
38854.55,
38854.55,
38756.63,
39044.35,
39302.85,
38979.85,
38845.82,
38845.82,
38845.82,
38034.14,
37734.08,
37668.42,
36553.6,
37388.66,
37388.66,
37388.66,
37981.63,
37973.22,
38067.93,
38697.05,
38697.05,
38697.05,
38973.7,
39574.57,
39878.95,
40182.67,
40509.49,
40509.49,
40509.49,
40593.8,
40625.51,
40794.74,
39728.41,
39982.98,
39982.98,
39982.98,
40431.6,
40544.37,
40707.31,
40558.49,
40685.5,
40685.5,
40685.5,
40145.5,
40522.1,
39922.46,
39749.85,
39614.07,
39757.58,
40261.13,
40616.14,
41340.16,
41893.06,
42597.43,
43277.65,
43593.67,
43357.19,
43443,
43637.98,
43952.71,
44180.05,
43599.96,
43882.25,
44077.15,
44523.02,
43828.1,
44259.74,
44149.72,
44655.44,
44618.04,
44632.65,
45079.55,
45426.97,
45608.51,
46103.5,
45959.88,
46099.01,
46253.46,
46263.17,
46666.46,
46890.34,
46960.69,
45553.96,
46006.69,
46444.18,
46973.54,
47353.75,
47613.08,
47746.22,
47751.33,
47868.98,
48176.8,
48437.78,
48174.06,
48093.32,
48782.51,
49269.32,
49517.11,
49492.32,
49584.16,
49034.67,
48564.27,
49398.29,
49792.12,
49624.76,
48878.54,
48347.59,
47409.93,
46874.36,
46285.77,
48600.61,
49797.72,
50255.75,
50614.29,
50731.63,
51348.77,
51329.08,
51309.39,
51531.52,
51544.3,
52154.13,
52104.17,
51703.83,
51324.69,
50889.76,
49744.32,
49751.41,
50781.69,
51039.31,
49099.99,
49849.84,
50296.89,
51444.65,
50846.08,
50405.32,
50441.07,
51025.48,
51279.51,
50792.08,
50395.08,
50363.96,
49801.62,
49216.52,
49858.24,
49771.29,
50051.44,
49180.31,
48440.12,
49008.5,
50136.58,
49509.15,
50029.83,
49159.32,
49201.39,
49661.76,
49746.21,
49591.32,
47883.38,
48544.06,
48803.68,
48832.03,
47949.42,
47705.8,
48080.67,
47878.45,
48386.51,
48944.14,
49733.84,
49765.94,
48782.36,
48718.52,
48253.51,
48677.55,
48949.76,
49206.47,
49502.41,
49161.81,
48690.8,
48732.55,
49580.73,
50193.33,
49902.64,
49564.86,
50540.48,
50651.9,
50637.53,
51017.52,
51115.22,
51422.88,
51937.44,
51934.88,
51849.48,
52232.43,
52100.05,
52328.51,
52275.57,
51941.64,
52300.47,
52474.76,
52551.53,
52773.05,
52501.98,
52323.33,
52344.45,
52574.46,
52588.71,
52306.08,
52699,
52925.04,
52735.59,
52549.66,
52482.71,
52318.6,
52484.67,
52880,
52861.18,
53054.76,
52568.94,
52386.19,
52372.69,
52769.73,
52904.05,
53158.85,
53140.06,
52553.4,
52198.51,
52837.21,
52975.8,
52852.27,
52578.76,
52443.71,
52653.07,
52586.84,
52950.63,
53823.36,
54369.77,
54492.84,
54277.72,
54402.85,
54554.66,
54525.93,
54843.98,
55437.29,
55582.58,
55792.27,
55629.49,
55329.32,
55555.79,
55958.98,
55944.21,
55949.1,
56124.72,
56889.76,
57552.39,
57338.21,
57852.54,
58129.95,
58296.91,
58279.48,
58250.26,
58305.07,
58177.76,
58247.09,
58723.2,
59141.16,
59015.89,
58490.93,
59005.27,
58927.33,
59885.36,
60048.47,
60077.88,
59667.6,
59413.27,
59126.36,
58765.58,
59299.32,
59744.88,
59189.73,
59677.83,
60059.06,
60135.78,
60284.31,
60737.05,
61305.95,
61765.59,
61716.05,
61259.96,
60923.5,
60821.62,
60967.05,
61350.26,
61143.33,
59984.7,
59306.93,
60138.46,
60029.06,
59771.92,
60067.62,
60545.61,
60433.45,
60352.82,
59919.69,
60686.69,
60718.71,
60322.37,
60008.33,
59636.01,
58465.89,
58664.33,
58340.99,
58795.09,
57107.15,
57260.58,
57064.87,
57684.79,
